date,url,arabic_article_text,actor1,actor2,location,tone,event_type
2025-02-04 22:15:00.000000 UTC,https://www.aljazeeramubasher.net/news/2025/2/4/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1-%D9%8A%D8%B3%D9%84%D9%85,سوريا.. وزير الداخلية الأسبق محمد الشعار يسلّم نفسه للسلطات (فيديو),,ARMED FORCES,"Latakia, Al Ladhiqiyah, Syria",-3.26975476839237,62
2025-02-04 22:45:00.000000 UTC,http://www.elbrqnews.com/New-News/185135.html,وزير العمل يبحث مع أكاديمية العربية السعودية فرص التعاون لتأهيل الشباب المصري,MINIST,SAUDI ARABIA,Egypt,6.19266055045872,20
2025-02-04 22:45:00.000000 UTC,https://www.saidaonline.com/299540,الخارجية القطرية: رئيس وزراء قطر أكّد للرئيس عون التزام الدوحة بتزويد لبنان بإمدادات الطاقة والغاز | صيدا اون لاين,QATAR,PRESIDENT,"Baabda, Mont-Liban, Lebanon",0.0,50
2025-02-04 22:45:00.000000 UTC,https://www.albiladpress.com/news/2025/5958/bahrain/900818.html,سمو ولي العهد نائب القائد الأعلى للقوات المسلحة رئيس مجلس الوزراء يتلقى تهنئة من رئيس جهاز المخابرات الوطني بمناسبة الذكرى السابعة والخمسين لتأسيس قوة دفاع البحرين,CROWN PRINCE,INTELLIGENCE,Bahrain,13.8613861386139,51
2025-02-04 22:45:00.000000 UTC,https://qudspress.com/178914/,روسيا تؤكد رفضها سياسة الاحتلال في الضفة ومحاولات تهجير سكان غزة - وكالة قدس برس للأنباء,ISRAEL,RUSSIA,"Gaza, Israel (general), Israel",-5.81717451523545,120
2025-02-04 23:00:00.000000 UTC,https://alwasat.ly/news/international/466125,ترامب يتوعد إيران بحرمانها من «النووي».. ويستأنف سياسة «الضغوط القصوى»,,IRANIAN,Iran,-8.12324929971989,46
2025-02-04 23:00:00.000000 UTC,https://www.mena.org.eg:443/ar/news/dbcall/table/webnews/id/11054871,رئيس الهيئة القومية للكتاب يتسلم درع تكريم مؤسسة روزا اليوسف تقديرا لجهوده - Welcome to Middle East News Agency,RELIGION,,"Cairo, Al Qahirah, Egypt",6.40092173272951,42
2025-02-04 23:00:00.000000 UTC,https://www.mena.org.eg:443/news/dbcall/table/webnews/id/11054871,رئيس الهيئة القومية للكتاب يتسلم درع تكريم مؤسسة روزا اليوسف تقديرا لجهوده - Welcome to Middle East News Agency,RELIGION,,"Cairo International, Al Qahirah, Egypt",6.47773279352227,42
2025-02-04 23:45:00.000000 UTC,http://www.elbrqnews.com/New-News/185102.html,رئيس الوطني للإعلام بالإمارات: البحرين تبذل جهوداً للحفاظ على هويتها الثقافية,MEDIA,,"Muharraq, Al Mu?arraq, Bahrain",1.96078431372549,10
2025-02-04 23:45:00.000000 UTC,https://gate.el-balad.com/83369,رئيس الوزراء يطلع على أنشطة مركز إمحوتب للإبداع والتطوير لتنمية شركات الإلكترونيات,,EGYPT,"Wizarat Al Ittisalat, Al Qahirah, Egypt",5.9640522875817,43
2025-02-05 14:30:00.000000 UTC,https://www.kuna.net.kw/ArticleDetails.aspx?id=3217774&Language=ar,"كونا : الحكومة الألمانية: غزة والضفة والقدس الشرقية ""أراضي فلسطينية"" - الشؤون السياسية",MINIST,GERMAN,Gaza Strip,-3.20284697508897,110
2025-02-05 22:00:00.000000 UTC,https://www.elfagr.org/5116827,خيارات جديدة لطلاب الثانوية.. الحكومة تدرس اعتماد البكالوريا بجانب النظام التقليدي,,MALE,Egypt,1.08864696734059,40
