trade_date,name,code,symbol,market,volume,qty,no_of_trades,high,low,open,close_price,best_ask_price,best_ask_qty,best_bid_price,best_bid_qty,return_value,is_closed,vroc_5d,rsi_14,stochastic_k,stochastic_d,macd_line,macd_signal,normalized_spread,bollinger_width
2025-01-01,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,23.52563325822504,100.0,100.0,100.0,0.0072512392552199,0.0060999911953301,0.0346820809248555,0.0446229780722789
2025-01-02,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,23.52563325822504,100.0,100.0,100.0,0.0071182461084065,0.0063036421779454,0.0346820809248555,0.0434852419097611
2025-01-03,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,23.52563325822504,100.0,100.0,100.0,0.0069329295847391,0.0064294996593041,0.0346820809248555,0.0422817583802159
2025-01-04,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,23.52563325822504,100.0,100.0,100.0,0.0067087308316122,0.0064853458937657,0.0346820809248555,0.0417864755495115
2025-01-05,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,100.0,100.0,100.0,0.006456623764842,0.006479601467981,0.0346820809248555,0.0327829642753965
2025-01-06,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0061855242251804,0.0064207860194209,0.0346820809248555,0.0309500139323602
2025-01-07,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0059026339963839,0.0063171556148135,0.0346820809248555,0.0285655225639643
2025-01-08,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0056137298684506,0.0061764704655409,0.0346820809248555,0.0254776620249857
2025-01-09,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0053234063509135,0.0060058576426154,0.0346820809248555,0.0213869256950297
2025-01-10,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0050352793061092,0.0058117419753142,0.0346820809248555,0.0155237580158192
2025-01-11,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0047521566435859,0.0055998249089685,0.0346820809248555,0.0
2025-01-12,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.00447618126248,0.0053750961796708,0.0346820809248555,0.0
2025-01-13,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0042089506218701,0.0051418670681107,0.0346820809248555,0.0
2025-01-14,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0039516166370976,0.0049038169819081,0.0346820809248555,0.0
2025-01-15,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.003704969023534,0.0046640473902332,0.0346820809248555,0.0
2025-01-16,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0034695047220407,0.0044251388565947,0.0346820809248555,0.0
2025-01-17,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0032454856285966,0.0041892082109951,0.0346820809248555,0.0
2025-01-18,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0030329865026379,0.0039579638693237,0.0346820809248555,0.0
2025-01-19,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0028319346346916,0.0037327580223973,0.0346820809248555,0.0
2025-01-20,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0026421426055633,0.0035146349390305,0.0346820809248555,0.0
2025-01-21,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0024633352596019,0.0033043750031448,0.0346820809248555,0.0
2025-01-22,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0022951718374428,0.0031025343700044,0.0346820809248555,0.0
2025-01-23,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0021372640640995,0.0029094803088234,0.0346820809248555,0.0
2025-01-24,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0019891908620317,0.0027254224194651,0.0346820809248555,0.0
2025-01-25,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0018505102522974,0.0025504399860315,0.0346820809248555,0.0
2025-01-26,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0017207689170093,0.0023845057722271,0.0346820809248555,0.0
2025-01-27,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.001599509820507,0.0022275065818831,0.0346820809248555,0.0
2025-01-28,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0014862782227287,0.0020792609100522,0.0346820809248555,0.0
2025-01-29,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0013806263643814,0.001939534000918,0.0346820809248555,0.0
2025-01-30,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0012821170581047,0.0018080506123554,0.0346820809248555,0.0
2025-01-31,بنك الإتحاد,111007,UBSI,1,36027.91,21280,46,1.73,1.67,1.7,1.73,1.72,2162.0,1.67,2500.0,0.0,1,0.0,50.0,100.0,100.0,0.0011903263815848,0.0016845057662013,0.0346820809248555,0.0
